Ore Name,ItemStack,Item ID,Display Name,Wildcard
materialWaxcomb,1xitem.grc.honeyComb@0,Growthcraft|Bees:grc.honeyComb,Honeycomb,false
materialWaxcomb,1xitem.waxcombItem@0,harvestcraft:waxcombItem,Waxcomb,false
mobEgg,1xitem.ganyssurface.chargedCreeperSpawner@0,ganyssurface:chargedCreeperSpawner,Spawn Charged Creeper,false
mobEgg,1xitem.ganyssurface.horseSpawner@32767,ganyssurface:horseSpawner,(wildcard),true
netherrackRod,1xitem.tconstruct.ToolRod@7,TConstruct:toolRod,Netherrack Tool Rod,false
nuggetAluminium,1xitem.oreberry@4,TConstruct:oreBerries,Aluminum Oreberry,false
nuggetAluminium,1xitem.tconstruct.Materials@22,TConstruct:materials,Aluminum Nugget,false
nuggetAluminiumBrass,1xitem.tconstruct.Materials@24,TConstruct:materials,Aluminum Brass Nugget,false
nuggetAluminum,1xitem.oreberry@4,TConstruct:oreBerries,Aluminum Oreberry,false
nuggetAluminum,1xitem.tconstruct.Materials@22,TConstruct:materials,Aluminum Nugget,false
nuggetAluminumBrass,1xitem.tconstruct.Materials@24,TConstruct:materials,Aluminum Brass Nugget,false
nuggetAlumite,1xitem.tconstruct.Materials@32,TConstruct:materials,Alumite Nugget,false
nuggetArdite,1xitem.tconstruct.Materials@29,TConstruct:materials,Ardite Nugget,false
nuggetBronze,1xitem.thermalfoundation.material@105,ThermalFoundation:material,Tinker's Alloy Nugget,false
nuggetBronze,1xitem.tconstruct.Materials@31,TConstruct:materials,Bronze Nugget,false
nuggetCobalt,1xitem.tconstruct.Materials@28,TConstruct:materials,Cobalt Nugget,false
nuggetCopper,1xitem.thermalfoundation.material@96,ThermalFoundation:material,Copper Nugget,false
nuggetCopper,1xitem.oreberry@2,TConstruct:oreBerries,Copper Oreberry,false
nuggetCopper,1xitem.tconstruct.Materials@20,TConstruct:materials,Copper Nugget,false
nuggetElectrum,1xitem.thermalfoundation.material@103,ThermalFoundation:material,Electrum Nugget,false
nuggetEnderium,1xitem.thermalfoundation.material@108,ThermalFoundation:material,Enderium Nugget,false
nuggetGold,1xitem.goldNugget@0,minecraft:gold_nugget,Gold Nugget,false
nuggetGold,1xitem.oreberry@1,TConstruct:oreBerries,Gold Oreberry,false
nuggetInvar,1xitem.thermalfoundation.material@104,ThermalFoundation:material,Invar Nugget,false
nuggetIron,1xitem.thermalfoundation.material@8,ThermalFoundation:material,Iron Nugget,false
nuggetIron,1xitem.oreberry@0,TConstruct:oreBerries,Iron Oreberry,false
nuggetIron,1xitem.tconstruct.Materials@19,TConstruct:materials,Iron Nugget,false
nuggetIron,1xitem.gardenstuff.ironNugget@0,GardenStuff:iron_nugget,Iron Nugget,false
nuggetLead,1xitem.thermalfoundation.material@99,ThermalFoundation:material,Lead Nugget,false
nuggetLumium,1xitem.thermalfoundation.material@107,ThermalFoundation:material,Lumium Nugget,false
nuggetManyullyn,1xitem.tconstruct.Materials@30,TConstruct:materials,Manyullyn Nugget,false
nuggetMithril,1xitem.thermalfoundation.material@102,ThermalFoundation:material,Mana Infused Nugget,false
nuggetNickel,1xitem.thermalfoundation.material@100,ThermalFoundation:material,Ferrous Nugget,false
nuggetObsidian,1xitem.tconstruct.Materials@27,TConstruct:materials,Obsidian Nugget,false
nuggetPigIron,1xitem.tconstruct.Materials@35,TConstruct:materials,Pig Iron Platter,false
nuggetPlatinum,1xitem.thermalfoundation.material@101,ThermalFoundation:material,Shiny Nugget,false
nuggetSignalum,1xitem.thermalfoundation.material@106,ThermalFoundation:material,Signalum Nugget,false
nuggetSilver,1xitem.thermalfoundation.material@98,ThermalFoundation:material,Silver Nugget,false
nuggetSteel,1xitem.tconstruct.Materials@33,TConstruct:materials,Steel Nugget,false
nuggetTin,1xitem.thermalfoundation.material@97,ThermalFoundation:material,Tin Nugget,false
nuggetTin,1xitem.oreberry@3,TConstruct:oreBerries,Tin Oreberry,false
nuggetTin,1xitem.tconstruct.Materials@21,TConstruct:materials,Tin Nugget,false
nuggetUnstable,1xitem.extrautils:unstableingot@1,ExtraUtilities:unstableingot,Semi-stable Nugget,false
nuggetWroughtIron,1xitem.gardenstuff.wroughtIronNugget@0,GardenStuff:wrought_iron_nugget,Wrought Iron Nugget,false
obsidian,1xtile.extrautils:color_obsidian@0,ExtraUtilities:color_obsidian,Colored Obsidian (White Frequency),false
obsidian,1xtile.extrautils:color_obsidian@1,ExtraUtilities:color_obsidian,Colored Obsidian (Orange Frequency),false
obsidian,1xtile.extrautils:color_obsidian@2,ExtraUtilities:color_obsidian,Colored Obsidian (Magenta Frequency),false
obsidian,1xtile.extrautils:color_obsidian@3,ExtraUtilities:color_obsidian,Colored Obsidian (Light Blue Frequency),false
obsidian,1xtile.extrautils:color_obsidian@4,ExtraUtilities:color_obsidian,Colored Obsidian (Yellow Frequency),false
obsidian,1xtile.extrautils:color_obsidian@5,ExtraUtilities:color_obsidian,Colored Obsidian (Lime Frequency),false
obsidian,1xtile.extrautils:color_obsidian@6,ExtraUtilities:color_obsidian,Colored Obsidian (Pink Frequency),false
obsidian,1xtile.extrautils:color_obsidian@7,ExtraUtilities:color_obsidian,Colored Obsidian (Gray Frequency),false
obsidian,1xtile.extrautils:color_obsidian@8,ExtraUtilities:color_obsidian,Colored Obsidian (Light Gray Frequency),false
obsidian,1xtile.extrautils:color_obsidian@9,ExtraUtilities:color_obsidian,Colored Obsidian (Cyan Frequency),false
obsidian,1xtile.extrautils:color_obsidian@10,ExtraUtilities:color_obsidian,Colored Obsidian (Purple Frequency),false
obsidian,1xtile.extrautils:color_obsidian@11,ExtraUtilities:color_obsidian,Colored Obsidian (Blue Frequency),false
obsidian,1xtile.extrautils:color_obsidian@12,ExtraUtilities:color_obsidian,Colored Obsidian (Brown Frequency),false
obsidian,1xtile.extrautils:color_obsidian@13,ExtraUtilities:color_obsidian,Colored Obsidian (Green Frequency),false
obsidian,1xtile.extrautils:color_obsidian@14,ExtraUtilities:color_obsidian,Colored Obsidian (Red Frequency),false
obsidian,1xtile.extrautils:color_obsidian@15,ExtraUtilities:color_obsidian,Colored Obsidian (Black Frequency),false
obsidian,1xtile.obsidian@0,minecraft:obsidian,Obsidian,false
obsidianBlack,1xtile.extrautils:color_obsidian@0,ExtraUtilities:color_obsidian,Colored Obsidian (White Frequency),false
obsidianBlue,1xtile.extrautils:color_obsidian@4,ExtraUtilities:color_obsidian,Colored Obsidian (Yellow Frequency),false
obsidianBrown,1xtile.extrautils:color_obsidian@3,ExtraUtilities:color_obsidian,Colored Obsidian (Light Blue Frequency),false
obsidianCyan,1xtile.extrautils:color_obsidian@6,ExtraUtilities:color_obsidian,Colored Obsidian (Pink Frequency),false
obsidianGray,1xtile.extrautils:color_obsidian@8,ExtraUtilities:color_obsidian,Colored Obsidian (Light Gray Frequency),false
obsidianGreen,1xtile.extrautils:color_obsidian@2,ExtraUtilities:color_obsidian,Colored Obsidian (Magenta Frequency),false
obsidianLightBlue,1xtile.extrautils:color_obsidian@12,ExtraUtilities:color_obsidian,Colored Obsidian (Brown Frequency),false
obsidianLightGray,1xtile.extrautils:color_obsidian@7,ExtraUtilities:color_obsidian,Colored Obsidian (Gray Frequency),false
obsidianLime,1xtile.extrautils:color_obsidian@10,ExtraUtilities:color_obsidian,Colored Obsidian (Purple Frequency),false
obsidianMagenta,1xtile.extrautils:color_obsidian@13,ExtraUtilities:color_obsidian,Colored Obsidian (Green Frequency),false
obsidianOrange,1xtile.extrautils:color_obsidian@14,ExtraUtilities:color_obsidian,Colored Obsidian (Red Frequency),false
obsidianPink,1xtile.extrautils:color_obsidian@9,ExtraUtilities:color_obsidian,Colored Obsidian (Cyan Frequency),false
obsidianPurple,1xtile.extrautils:color_obsidian@5,ExtraUtilities:color_obsidian,Colored Obsidian (Lime Frequency),false
obsidianRed,1xtile.extrautils:color_obsidian@1,ExtraUtilities:color_obsidian,Colored Obsidian (Orange Frequency),false
obsidianRod,1xitem.tconstruct.ToolRod@6,TConstruct:toolRod,Obsidian Tool Rod,false
obsidianWhite,1xtile.extrautils:color_obsidian@15,ExtraUtilities:color_obsidian,Colored Obsidian (Black Frequency),false
obsidianYellow,1xtile.extrautils:color_obsidian@11,ExtraUtilities:color_obsidian,Colored Obsidian (Blue Frequency),false
oreAdamantine,1xtile.metal.block.fantasy.ore@13,Metallurgy:fantasy.ore,Adamantine Ore,false
oreAlduorite,1xtile.metal.block.nether.ore@6,Metallurgy:nether.ore,Alduorite Ore,false
oreAluminium,1xtile.tconstruct.stoneore@5,TConstruct:SearedBrick,Aluminum Ore,false
oreAluminium,1xtile.tconstruct.gravelore@4,TConstruct:GravelOre,Aluminum Gravel Ore,false
oreAluminum,1xtile.tconstruct.stoneore@5,TConstruct:SearedBrick,Aluminum Ore,false
oreAluminum,1xtile.tconstruct.gravelore@4,TConstruct:GravelOre,Aluminum Gravel Ore,false
oreAluminum,1xtile.ElectriOre@4,ElectriCraft:electricraft_block_ore,Aluminum Ore,false
oreAmmonium,1xtile.Ore@6,ReactorCraft:reactorcraft_block_ore,Ammonium Chloride,false
oreArdite,1xtile.tconstruct.stoneore@2,TConstruct:SearedBrick,Ardite Ore,false
oreAstralSilver,1xtile.metal.block.fantasy.ore@5,Metallurgy:fantasy.ore,Astral Silver Ore,false
oreAtlarus,1xtile.metal.block.fantasy.ore@14,Metallurgy:fantasy.ore,Atlarus Ore,false
oreBitumen,1xtile.metal.block.utility.ore@4,Metallurgy:utility.ore,Bitumen Ore,false
oreCadmium,1xtile.Ore@2,ReactorCraft:reactorcraft_block_ore,Cadmium Ore,false
oreCalcite,1xtile.Ore@7,ReactorCraft:reactorcraft_block_ore,Calcite,false
oreCarmot,1xtile.metal.block.fantasy.ore@6,Metallurgy:fantasy.ore,Carmot Ore,false
oreCeruclase,1xtile.metal.block.nether.ore@5,Metallurgy:nether.ore,Ceruclase Ore,false
oreCoal,1xtile.oreCoal@0,minecraft:coal_ore,Coal Ore,false
oreCoal,1xtile.null@0,UndergroundBiomes:metamorphic_oreCoal,Gneiss Coal Ore,false
oreCoal,1xtile.null@0,UndergroundBiomes:igneous_oreCoal,Red Granite Coal Ore,false
oreCoal,1xtile.null@0,UndergroundBiomes:sedimentary_oreCoal,Limestone Coal Ore,false
oreCobalt,1xtile.tconstruct.stoneore@1,TConstruct:SearedBrick,Cobalt Ore,false
oreCobalt,1xtile.tconstruct.gravelore@5,TConstruct:GravelOre,Cobalt Gravel Ore,false
oreCopper,1xtile.thermalfoundation.ore@0,ThermalFoundation:Ore,Copper Ore,false
oreCopper,1xtile.tconstruct.stoneore@3,TConstruct:SearedBrick,Copper Ore,false
oreCopper,1xtile.tconstruct.gravelore@2,TConstruct:GravelOre,Copper Gravel Ore,false
oreCopper,1xtile.metal.block.base.ore@0,Metallurgy:base.ore,Copper Ore,false
oreCopper,1xtile.ElectriOre@0,ElectriCraft:electricraft_block_ore,Copper Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.base.ore.1,Gneiss Tin Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.base.ore.1,Limestone Tin Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:igneous_metal.block.base.ore.2,Red Granite Manganese Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.base.ore,Gneiss Copper Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:igneous_metal.block.base.ore.1,Red Granite Tin Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:igneous_metal.block.base.ore,Red Granite Copper Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.base.ore.2,Limestone Manganese Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.base.ore,Limestone Copper Ore,false
oreCopper,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.base.ore.2,Gneiss Manganese Ore,false
oreDeepIron,1xtile.metal.block.fantasy.ore@1,Metallurgy:fantasy.ore,Deep Iron Ore,false
oreDiamond,1xtile.oreDiamond@0,minecraft:diamond_ore,Diamond Ore,false
oreDiamond,1xtile.null@0,UndergroundBiomes:metamorphic_oreDiamond,Gneiss Diamond Ore,false
oreDiamond,1xtile.null@0,UndergroundBiomes:igneous_oreDiamond,Red Granite Diamond Ore,false
oreDiamond,1xtile.null@0,UndergroundBiomes:sedimentary_oreDiamond,Limestone Diamond Ore,false
oreEmerald,1xtile.oreEmerald@0,minecraft:emerald_ore,Emerald Ore,false
oreEmerald,1xtile.null@0,UndergroundBiomes:metamorphic_oreEmerald,Gneiss Emerald Ore,false
oreEmerald,1xtile.null@0,UndergroundBiomes:igneous_oreEmerald,Red Granite Emerald Ore,false
oreEmerald,1xtile.null@0,UndergroundBiomes:sedimentary_oreEmerald,Limestone Emerald Ore,false
oreEximite,1xtile.metal.block.ender.ore@0,Metallurgy:ender.ore,Eximite Ore,false
oreFluorite,1xtile.FluoriteOre@0,ReactorCraft:reactorcraft_block_fluoriteore,Blue Fluorite,false
oreFluorite,1xtile.FluoriteOre@1,ReactorCraft:reactorcraft_block_fluoriteore,Pink Fluorite,false
oreFluorite,1xtile.FluoriteOre@2,ReactorCraft:reactorcraft_block_fluoriteore,Orange Fluorite,false
oreFluorite,1xtile.FluoriteOre@3,ReactorCraft:reactorcraft_block_fluoriteore,Magenta Fluorite,false
oreFluorite,1xtile.FluoriteOre@4,ReactorCraft:reactorcraft_block_fluoriteore,Green Fluorite,false
oreFluorite,1xtile.FluoriteOre@5,ReactorCraft:reactorcraft_block_fluoriteore,Red Fluorite,false
oreFluorite,1xtile.FluoriteOre@6,ReactorCraft:reactorcraft_block_fluoriteore,White Fluorite,false
oreFluorite,1xtile.FluoriteOre@7,ReactorCraft:reactorcraft_block_fluoriteore,Yellow Fluorite,false
oreGold,1xtile.oreGold@0,minecraft:gold_ore,Gold Ore,false
oreGold,1xtile.tconstruct.gravelore@1,TConstruct:GravelOre,Gold Gravel Ore,false
oreGold,1xtile.null@0,UndergroundBiomes:igneous_oreGold,Red Granite Gold Ore,false
oreGold,1xtile.null@0,UndergroundBiomes:sedimentary_oreGold,Limestone Gold Ore,false
oreGold,1xtile.null@0,UndergroundBiomes:metamorphic_oreGold,Gneiss Gold Ore,false
oreIgnatius,1xtile.metal.block.nether.ore@0,Metallurgy:nether.ore,Ignatius Ore,false
oreIndium,1xtile.Ore@3,ReactorCraft:reactorcraft_block_ore,Indium Ore,false
oreInfuscolium,1xtile.metal.block.fantasy.ore@2,Metallurgy:fantasy.ore,Infuscolium Ore,false
oreIron,1xtile.oreIron@0,minecraft:iron_ore,Iron Ore,false
oreIron,1xtile.tconstruct.gravelore@0,TConstruct:GravelOre,Iron Gravel Ore,false
oreIron,1xtile.null@0,UndergroundBiomes:sedimentary_oreIron,Limestone Iron Ore,false
oreIron,1xtile.null@0,UndergroundBiomes:metamorphic_oreIron,Gneiss Iron Ore,false
oreIron,1xtile.null@0,UndergroundBiomes:igneous_oreIron,Red Granite Iron Ore,false
oreKalendrite,1xtile.metal.block.nether.ore@7,Metallurgy:nether.ore,Kalendrite Ore,false
oreLapis,1xtile.oreLapis@0,minecraft:lapis_ore,Lapis Lazuli Ore,false
oreLapis,1xtile.null@0,UndergroundBiomes:metamorphic_oreLapis,Gneiss Lapis Lazuli Ore,false
oreLapis,1xtile.null@0,UndergroundBiomes:igneous_oreLapis,Red Granite Lapis Lazuli Ore,false
oreLapis,1xtile.null@0,UndergroundBiomes:sedimentary_oreLapis,Limestone Lapis Lazuli Ore,false
oreLead,1xtile.thermalfoundation.ore@3,ThermalFoundation:Ore,Lead Ore,false
oreLemurite,1xtile.metal.block.nether.ore@2,Metallurgy:nether.ore,Lemurite Ore,false
oreMagnesium,1xtile.metal.block.utility.ore@3,Metallurgy:utility.ore,Magnesium Ore,false
oreMagnetite,1xtile.Ore@8,ReactorCraft:reactorcraft_block_ore,Magnetite Ore,false
oreManganese,1xtile.metal.block.base.ore@2,Metallurgy:base.ore,Manganese Ore,false
oreMeutoite,1xtile.metal.block.ender.ore@1,Metallurgy:ender.ore,Meutoite Ore,false
oreMidasium,1xtile.metal.block.nether.ore@3,Metallurgy:nether.ore,Midasium Ore,false
oreMithril,1xtile.thermalfoundation.ore@6,ThermalFoundation:Ore,Mana Infused Ore,false
oreMithril,1xtile.metal.block.fantasy.ore@7,Metallurgy:fantasy.ore,Mithril Ore,false
oreNickel,1xtile.thermalfoundation.ore@4,ThermalFoundation:Ore,Ferrous Ore,false
oreNickel,1xtile.ElectriOre@3,ElectriCraft:electricraft_block_ore,Nickel Ore,false
oreOrichalcum,1xtile.metal.block.fantasy.ore@11,Metallurgy:fantasy.ore,Orichalcum Ore,false
oreOureclase,1xtile.metal.block.fantasy.ore@4,Metallurgy:fantasy.ore,Oureclase Ore,false
orePhosphorite,1xtile.metal.block.utility.ore@1,Metallurgy:utility.ore,Phosphorite Ore,false
orePitchblende,1xtile.Ore@1,ReactorCraft:reactorcraft_block_ore,Pitchblende,false
orePitchblende,1xtile.Ore@5,ReactorCraft:reactorcraft_block_ore,Pitchblende,false
orePlatinum,1xtile.thermalfoundation.ore@5,ThermalFoundation:Ore,Shiny Ore,false
orePlatinum,1xtile.metal.block.precious.ore@2,Metallurgy:precious.ore,Platinum Ore,false
orePlatinum,1xtile.ElectriOre@5,ElectriCraft:electricraft_block_ore,Platinum Ore,false
orePotash,1xtile.metal.block.utility.ore@5,Metallurgy:utility.ore,Potash Ore,false
orePrometheum,1xtile.metal.block.fantasy.ore@0,Metallurgy:fantasy.ore,Prometheum Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.1,Red Granite Deep Iron Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.13,Gneiss Adamantine Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore,Limestone Prometheum Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.4,Red Granite Oureclase Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.2,Gneiss Infuscolium Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.6,Red Granite Carmot Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.8,Limestone Rubracium Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.2,Limestone Infuscolium Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.1,Gneiss Deep Iron Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.11,Limestone Orichalcum Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.5,Red Granite Astral Silver Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.11,Gneiss Orichalcum Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.7,Limestone Mithril Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.2,Red Granite Infuscolium Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore,Gneiss Prometheum Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.1,Limestone Deep Iron Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.5,Limestone Astral Silver Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.4,Gneiss Oureclase Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.8,Red Granite Rubracium Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.6,Gneiss Carmot Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.5,Gneiss Astral Silver Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.6,Limestone Carmot Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.14,Red Granite Atlarus Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.4,Limestone Oureclase Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.7,Red Granite Mithril Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.14,Gneiss Atlarus Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.7,Gneiss Mithril Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.14,Limestone Atlarus Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.11,Red Granite Orichalcum Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore.13,Red Granite Adamantine Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:igneous_metal.block.fantasy.ore,Red Granite Prometheum Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.fantasy.ore.13,Limestone Adamantine Ore,false
orePrometheum,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.fantasy.ore.8,Gneiss Rubracium Ore,false
oreQuartz,1xtile.netherquartz@0,minecraft:quartz_ore,Nether Quartz Ore,false
oreRedstone,1xtile.oreRedstone@0,minecraft:redstone_ore,Redstone Ore,false
oreRedstone,1xtile.null@0,UndergroundBiomes:sedimentary_oreRedstone,Limestone Redstone Ore,false
oreRedstone,1xtile.null@0,UndergroundBiomes:igneous_oreRedstone,Red Granite Redstone Ore,false
oreRedstone,1xtile.null@0,UndergroundBiomes:metamorphic_oreRedstone,Gneiss Redstone Ore,false
oreRubracium,1xtile.metal.block.fantasy.ore@8,Metallurgy:fantasy.ore,Rubracium Ore,false
oreSaltpeter,1xtile.metal.block.utility.ore@2,Metallurgy:utility.ore,Saltpeter Ore,false
oreSanguinite,1xtile.metal.block.nether.ore@9,Metallurgy:nether.ore,Sanguinite Ore,false
oreShadowIron,1xtile.metal.block.nether.ore@1,Metallurgy:nether.ore,Shadow Iron Ore,false
oreSilver,1xtile.thermalfoundation.ore@2,ThermalFoundation:Ore,Silver Ore,false
oreSilver,1xtile.metal.block.precious.ore@1,Metallurgy:precious.ore,Silver Ore,false
oreSilver,1xtile.Ore@4,ReactorCraft:reactorcraft_block_ore,Silver Ore,false
oreSilver,1xtile.ElectriOre@2,ElectriCraft:electricraft_block_ore,Silver Ore,false
oreSulfur,1xtile.metal.block.utility.ore@0,Metallurgy:utility.ore,Sulfur Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.utility.ore,Gneiss Sulfur Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.utility.ore,Limestone Sulfur Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:igneous_metal.block.utility.ore.1,Red Granite Phosphorite Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.utility.ore.2,Limestone Saltpeter Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.utility.ore.5,Gneiss Potash Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:igneous_metal.block.utility.ore.2,Red Granite Saltpeter Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.utility.ore.4,Limestone Bitumen Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:igneous_metal.block.utility.ore.5,Red Granite Potash Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:igneous_metal.block.utility.ore,Red Granite Sulfur Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.utility.ore.2,Gneiss Saltpeter Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.utility.ore.5,Limestone Potash Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:igneous_metal.block.utility.ore.3,Red Granite Magnesium Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:igneous_metal.block.utility.ore.4,Red Granite Bitumen Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.utility.ore.1,Limestone Phosphorite Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.utility.ore.3,Limestone Magnesium Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.utility.ore.4,Gneiss Bitumen Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.utility.ore.3,Gneiss Magnesium Ore,false
oreSulfur,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.utility.ore.1,Gneiss Phosphorite Ore,false
oreTin,1xtile.thermalfoundation.ore@1,ThermalFoundation:Ore,Tin Ore,false
oreTin,1xtile.tconstruct.stoneore@4,TConstruct:SearedBrick,Tin Ore,false
oreTin,1xtile.tconstruct.gravelore@3,TConstruct:GravelOre,Tin Gravel Ore,false
oreTin,1xtile.metal.block.base.ore@1,Metallurgy:base.ore,Tin Ore,false
oreTin,1xtile.ElectriOre@1,ElectriCraft:electricraft_block_ore,Tin Ore,false
oreVulcanite,1xtile.metal.block.nether.ore@8,Metallurgy:nether.ore,Vulcanite Ore,false
oreVyroxeres,1xtile.metal.block.nether.ore@4,Metallurgy:nether.ore,Vyroxeres Ore,false
oreZinc,1xtile.metal.block.precious.ore@0,Metallurgy:precious.ore,Zinc Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:igneous_metal.block.precious.ore.1,Red Granite Silver Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.precious.ore.1,Limestone Silver Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:igneous_metal.block.precious.ore,Red Granite Zinc Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:igneous_metal.block.precious.ore.2,Red Granite Platinum Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.precious.ore.2,Gneiss Platinum Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.precious.ore,Limestone Zinc Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.precious.ore.1,Gneiss Silver Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:metamorphic_metal.block.precious.ore,Gneiss Zinc Ore,false
oreZinc,1xtile.null@0,UndergroundBiomes:sedimentary_metal.block.precious.ore.2,Limestone Platinum Ore,false
paneGlass,1xtile.thinGlass@0,minecraft:glass_pane,Glass Pane,false
paneGlass,1xtile.thinStainedGlass@32767,minecraft:stained_glass_pane,(wildcard),true
paneGlassBlack,1xtile.thinStainedGlass@15,minecraft:stained_glass_pane,Black Stained Glass Pane,false
paneGlassBlue,1xtile.thinStainedGlass@11,minecraft:stained_glass_pane,Blue Stained Glass Pane,false
paneGlassBrown,1xtile.thinStainedGlass@12,minecraft:stained_glass_pane,Brown Stained Glass Pane,false
paneGlassColorless,1xtile.thinGlass@0,minecraft:glass_pane,Glass Pane,false
paneGlassCyan,1xtile.thinStainedGlass@9,minecraft:stained_glass_pane,Cyan Stained Glass Pane,false
paneGlassGray,1xtile.thinStainedGlass@7,minecraft:stained_glass_pane,Gray Stained Glass Pane,false
